timestamp,device,action,src_ip,src_zone,dest_ip,dest_zone,dest_port,protocol,rule_id,bytes,message
2026-08-16 11:12:39,STREAMNET-FW01,ALLOW,10.0.10.44,employee,10.0.20.10,server,443,TCP,101,22793,Approved HTTPS traffic
2026-08-16 11:12:39,STREAMNET-FW01,ALLOW,10.0.10.54,employee,10.0.20.10,server,443,TCP,101,33884,Approved HTTPS traffic
2026-08-16 11:14:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.10,server,443,TCP,101,33770,Approved HTTPS traffic
2026-08-16 11:14:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.53,server,53,UDP,102,28307,Approved DNS traffic
2026-08-16 11:16:39,STREAMNET-FW01,ALLOW,10.0.10.41,employee,10.0.20.10,server,443,TCP,101,18673,Approved HTTPS traffic
2026-08-16 11:18:39,STREAMNET-FW01,ALLOW,10.0.10.56,employee,10.0.20.10,server,443,TCP,101,30629,Approved HTTPS traffic
2026-08-16 11:18:39,STREAMNET-FW01,ALLOW,10.0.10.65,employee,10.0.20.10,server,443,TCP,101,32725,Approved HTTPS traffic
2026-08-16 11:18:39,STREAMNET-FW01,ALLOW,10.0.10.18,employee,10.0.20.53,server,53,UDP,102,30926,Approved DNS traffic
2026-08-16 11:20:39,STREAMNET-FW01,DENY,198.51.100.169,internet,10.0.20.10,server,22,TCP,201,38862,External SSH attempt blocked
2026-08-16 11:25:39,STREAMNET-FW01,ALLOW,10.0.10.47,employee,10.0.20.10,server,443,TCP,101,41035,Approved HTTPS traffic
2026-08-16 11:25:39,STREAMNET-FW01,ALLOW,10.0.10.27,employee,10.0.20.53,server,53,UDP,102,6867,Approved DNS traffic
2026-08-16 11:28:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.10,server,443,TCP,101,39152,Approved HTTPS traffic
2026-08-16 11:31:39,STREAMNET-FW01,ALLOW,10.0.10.26,employee,10.0.20.10,server,443,TCP,101,35504,Approved HTTPS traffic
2026-08-16 11:31:39,STREAMNET-FW01,ALLOW,10.0.10.56,employee,10.0.20.10,server,443,TCP,101,33169,Approved HTTPS traffic
2026-08-16 11:33:39,STREAMNET-FW01,ALLOW,10.0.10.34,employee,10.0.20.53,server,53,UDP,102,16925,Approved DNS traffic
2026-08-16 11:34:39,STREAMNET-FW01,ALLOW,10.0.10.15,employee,10.0.20.10,server,443,TCP,101,5872,Approved HTTPS traffic
2026-08-16 11:38:39,STREAMNET-FW01,ALLOW,10.0.10.32,employee,10.0.20.10,server,443,TCP,101,37796,Approved HTTPS traffic
2026-08-16 11:42:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.10,server,443,TCP,101,43358,Approved HTTPS traffic
2026-08-16 11:43:39,STREAMNET-FW01,ALLOW,10.0.10.70,employee,10.0.20.10,server,443,TCP,101,5272,Approved HTTPS traffic
2026-08-16 11:44:39,STREAMNET-FW01,ALLOW,10.0.10.17,employee,10.0.20.10,server,443,TCP,101,49002,Approved HTTPS traffic
2026-08-16 11:44:39,STREAMNET-FW01,ALLOW,10.0.10.20,employee,10.0.20.53,server,53,UDP,102,25570,Approved DNS traffic
2026-08-16 11:44:39,STREAMNET-FW01,ALLOW,10.0.10.51,employee,10.0.20.53,server,53,UDP,102,15007,Approved DNS traffic
2026-08-16 11:45:39,STREAMNET-FW01,ALLOW,10.0.10.19,employee,10.0.20.10,server,443,TCP,101,42113,Approved HTTPS traffic
2026-08-16 11:46:39,STREAMNET-FW01,DENY,198.51.100.92,internet,10.0.20.10,server,22,TCP,201,10221,External SSH attempt blocked
2026-08-16 11:48:39,STREAMNET-FW01,ALLOW,10.0.10.16,employee,10.0.20.53,server,53,UDP,102,49335,Approved DNS traffic
2026-08-16 11:49:39,STREAMNET-FW01,ALLOW,10.0.10.46,employee,10.0.20.10,server,443,TCP,101,14303,Approved HTTPS traffic
2026-08-16 11:52:39,STREAMNET-FW01,ALLOW,10.0.10.74,employee,10.0.20.10,server,443,TCP,101,2239,Approved HTTPS traffic
2026-08-16 11:54:39,STREAMNET-FW01,ALLOW,10.0.10.50,admin,10.0.20.10,server,22,TCP,103,20976,Approved administrator SSH
2026-08-16 11:55:39,STREAMNET-FW01,ALLOW,10.0.10.10,employee,10.0.20.10,server,443,TCP,101,21743,Approved HTTPS traffic
2026-08-16 11:55:39,STREAMNET-FW01,ALLOW,10.0.10.34,employee,10.0.20.53,server,53,UDP,102,33808,Approved DNS traffic
2026-08-16 11:56:39,STREAMNET-FW01,ALLOW,10.0.10.20,employee,10.0.20.10,server,443,TCP,101,3112,Approved HTTPS traffic
2026-08-16 11:57:39,STREAMNET-FW01,ALLOW,10.0.10.77,employee,10.0.20.10,server,443,TCP,101,19046,Approved HTTPS traffic
2026-08-16 11:57:39,STREAMNET-FW01,DENY,198.51.100.173,internet,10.0.20.10,server,22,TCP,201,1899,External SSH attempt blocked
2026-08-16 11:59:39,STREAMNET-FW01,ALLOW,10.0.10.49,employee,10.0.20.10,server,443,TCP,101,49583,Approved HTTPS traffic
2026-08-16 12:02:39,STREAMNET-FW01,ALLOW,10.0.10.65,employee,10.0.20.10,server,443,TCP,101,18089,Approved HTTPS traffic
2026-08-16 12:05:39,STREAMNET-FW01,ALLOW,10.0.10.67,employee,10.0.20.10,server,443,TCP,101,18731,Approved HTTPS traffic
2026-08-16 12:06:39,STREAMNET-FW01,ALLOW,10.0.10.12,employee,10.0.20.10,server,443,TCP,101,36801,Approved HTTPS traffic
2026-08-16 12:06:39,STREAMNET-FW01,ALLOW,10.0.10.39,employee,10.0.20.10,server,443,TCP,101,14932,Approved HTTPS traffic
2026-08-16 12:07:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.53,server,53,UDP,102,38505,Approved DNS traffic
2026-08-16 12:07:39,STREAMNET-FW01,DENY,198.51.100.117,internet,10.0.20.10,server,22,TCP,201,49145,External SSH attempt blocked
2026-08-16 12:10:39,STREAMNET-FW01,ALLOW,10.0.10.59,employee,10.0.20.10,server,443,TCP,101,46081,Approved HTTPS traffic
2026-08-16 12:10:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.53,server,53,UDP,102,25470,Approved DNS traffic
2026-08-16 12:11:39,STREAMNET-FW01,ALLOW,10.0.10.64,employee,10.0.20.10,server,443,TCP,101,26675,Approved HTTPS traffic
2026-08-16 12:12:39,STREAMNET-FW01,ALLOW,10.0.10.57,employee,10.0.20.10,server,443,TCP,101,36710,Approved HTTPS traffic
2026-08-16 12:15:39,STREAMNET-FW01,ALLOW,10.0.10.14,employee,10.0.20.53,server,53,UDP,102,24411,Approved DNS traffic
2026-08-16 12:16:39,STREAMNET-FW01,ALLOW,10.0.10.41,employee,10.0.20.10,server,443,TCP,101,39462,Approved HTTPS traffic
2026-08-16 12:16:39,STREAMNET-FW01,ALLOW,10.0.10.23,employee,10.0.20.10,server,443,TCP,101,2182,Approved HTTPS traffic
2026-08-16 12:17:39,STREAMNET-FW01,ALLOW,10.0.10.56,employee,10.0.20.10,server,443,TCP,101,13101,Approved HTTPS traffic
2026-08-16 12:17:39,STREAMNET-FW01,ALLOW,10.0.10.50,admin,10.0.20.10,server,22,TCP,103,33753,Approved administrator SSH
2026-08-16 12:19:39,STREAMNET-FW01,ALLOW,10.0.10.12,employee,10.0.20.10,server,443,TCP,101,25428,Approved HTTPS traffic
2026-08-16 12:19:39,STREAMNET-FW01,ALLOW,10.0.10.49,employee,10.0.20.10,server,443,TCP,101,44890,Approved HTTPS traffic
2026-08-16 12:20:39,STREAMNET-FW01,ALLOW,10.0.10.55,employee,10.0.20.53,server,53,UDP,102,19890,Approved DNS traffic
2026-08-16 12:24:39,STREAMNET-FW01,ALLOW,10.0.10.26,employee,10.0.20.10,server,443,TCP,101,38262,Approved HTTPS traffic
2026-08-16 12:25:39,STREAMNET-FW01,ALLOW,10.0.10.69,employee,10.0.20.10,server,443,TCP,101,40498,Approved HTTPS traffic
2026-08-16 12:29:39,STREAMNET-FW01,ALLOW,10.0.10.25,employee,10.0.20.10,server,443,TCP,101,3191,Approved HTTPS traffic
2026-08-16 12:29:39,STREAMNET-FW01,ALLOW,10.0.10.62,employee,10.0.20.53,server,53,UDP,102,45182,Approved DNS traffic
2026-08-16 12:30:39,STREAMNET-FW01,DENY,198.51.100.42,internet,10.0.20.10,server,22,TCP,201,13948,External SSH attempt blocked
2026-08-16 12:33:39,STREAMNET-FW01,ALLOW,203.0.113.153,internet,10.0.20.10,server,22,TCP,999,22103,External SSH allowed by temporary rule
2026-08-16 12:34:39,STREAMNET-FW01,ALLOW,10.0.10.64,employee,10.0.20.10,server,443,TCP,101,1133,Approved HTTPS traffic
2026-08-16 12:35:39,STREAMNET-FW01,ALLOW,10.0.10.55,employee,10.0.20.10,server,443,TCP,101,27132,Approved HTTPS traffic
2026-08-16 12:36:39,STREAMNET-FW01,ALLOW,10.0.10.77,employee,10.0.20.10,server,443,TCP,101,39523,Approved HTTPS traffic
2026-08-16 12:37:39,STREAMNET-FW01,ALLOW,10.0.10.25,employee,10.0.20.10,server,443,TCP,101,27774,Approved HTTPS traffic
2026-08-16 12:38:39,STREAMNET-FW01,ALLOW,10.0.10.60,employee,10.0.20.53,server,53,UDP,102,24471,Approved DNS traffic
2026-08-16 12:39:39,STREAMNET-FW01,ALLOW,10.0.10.45,employee,10.0.20.10,server,443,TCP,101,1165,Approved HTTPS traffic
2026-08-16 12:41:39,STREAMNET-FW01,ALLOW,10.0.10.47,employee,10.0.20.10,server,443,TCP,101,8841,Approved HTTPS traffic
2026-08-16 12:41:39,STREAMNET-FW01,DENY,198.51.100.27,internet,10.0.20.10,server,22,TCP,201,14076,External SSH attempt blocked
2026-08-16 12:43:39,STREAMNET-FW01,ALLOW,10.0.10.32,employee,10.0.20.10,server,443,TCP,101,5419,Approved HTTPS traffic
2026-08-16 12:43:39,STREAMNET-FW01,ALLOW,10.0.10.52,employee,10.0.20.53,server,53,UDP,102,36114,Approved DNS traffic
2026-08-16 12:44:39,STREAMNET-FW01,ALLOW,10.0.10.66,employee,10.0.20.10,server,443,TCP,101,46746,Approved HTTPS traffic
2026-08-16 12:46:39,STREAMNET-FW01,ALLOW,10.0.10.70,employee,10.0.20.10,server,443,TCP,101,11321,Approved HTTPS traffic
2026-08-16 12:46:39,STREAMNET-FW01,ALLOW,10.0.10.44,employee,10.0.20.10,server,443,TCP,101,9086,Approved HTTPS traffic
2026-08-16 12:49:39,STREAMNET-FW01,ALLOW,10.0.10.78,employee,10.0.20.10,server,443,TCP,101,40034,Approved HTTPS traffic
2026-08-16 12:50:39,STREAMNET-FW01,ALLOW,10.0.10.29,employee,10.0.20.10,server,443,TCP,101,2861,Approved HTTPS traffic
2026-08-16 12:54:39,STREAMNET-FW01,ALLOW,10.0.10.72,employee,10.0.20.53,server,53,UDP,102,2852,Approved DNS traffic
2026-08-16 12:55:39,STREAMNET-FW01,DENY,198.51.100.43,internet,10.0.20.10,server,22,TCP,201,16926,External SSH attempt blocked
2026-08-16 12:56:39,STREAMNET-FW01,ALLOW,10.0.10.30,employee,10.0.20.10,server,443,TCP,101,35257,Approved HTTPS traffic
2026-08-16 12:59:39,STREAMNET-FW01,ALLOW,10.0.10.68,employee,10.0.20.10,server,443,TCP,101,8680,Approved HTTPS traffic
2026-08-16 12:59:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.53,server,53,UDP,102,8599,Approved DNS traffic
2026-08-16 13:02:39,STREAMNET-FW01,ALLOW,10.0.10.31,employee,10.0.20.10,server,443,TCP,101,48284,Approved HTTPS traffic
2026-08-16 13:03:39,STREAMNET-FW01,ALLOW,10.0.10.54,employee,10.0.20.10,server,443,TCP,101,28574,Approved HTTPS traffic
2026-08-16 13:05:39,STREAMNET-FW01,ALLOW,10.0.10.56,employee,10.0.20.53,server,53,UDP,102,33385,Approved DNS traffic
2026-08-16 13:05:39,STREAMNET-FW01,DENY,198.51.100.162,internet,10.0.20.10,server,22,TCP,201,19826,External SSH attempt blocked
2026-08-16 13:07:39,STREAMNET-FW01,ALLOW,10.0.10.69,employee,10.0.20.10,server,443,TCP,101,16976,Approved HTTPS traffic
2026-08-16 13:08:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.10,server,443,TCP,101,40253,Approved HTTPS traffic
2026-08-16 13:10:39,STREAMNET-FW01,ALLOW,10.0.10.22,employee,10.0.20.53,server,53,UDP,102,30445,Approved DNS traffic
2026-08-16 13:13:39,STREAMNET-FW01,ALLOW,10.0.10.38,employee,10.0.20.10,server,443,TCP,101,25428,Approved HTTPS traffic
2026-08-16 13:21:39,STREAMNET-FW01,ALLOW,10.0.10.46,employee,10.0.20.10,server,443,TCP,101,44006,Approved HTTPS traffic
2026-08-16 13:27:39,STREAMNET-FW01,ALLOW,10.0.10.47,employee,10.0.20.53,server,53,UDP,102,46729,Approved DNS traffic
2026-08-16 13:29:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.10,server,443,TCP,101,20769,Approved HTTPS traffic
2026-08-16 13:30:39,STREAMNET-FW01,ALLOW,10.0.10.37,employee,10.0.20.10,server,443,TCP,101,17880,Approved HTTPS traffic
2026-08-16 13:31:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.10,server,443,TCP,101,32516,Approved HTTPS traffic
2026-08-16 13:31:39,STREAMNET-FW01,ALLOW,203.0.113.126,internet,10.0.20.10,server,22,TCP,999,40177,External SSH allowed by temporary rule
2026-08-16 13:34:39,STREAMNET-FW01,ALLOW,10.0.10.71,employee,10.0.20.10,server,443,TCP,101,35307,Approved HTTPS traffic
2026-08-16 13:34:39,STREAMNET-FW01,ALLOW,10.0.10.26,employee,10.0.20.53,server,53,UDP,102,39178,Approved DNS traffic
2026-08-16 13:36:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.10,server,443,TCP,101,12208,Approved HTTPS traffic
2026-08-16 13:38:39,STREAMNET-FW01,ALLOW,10.0.10.29,employee,10.0.20.10,server,443,TCP,101,47463,Approved HTTPS traffic
2026-08-16 13:39:39,STREAMNET-FW01,ALLOW,10.0.10.40,employee,10.0.20.53,server,53,UDP,102,38717,Approved DNS traffic
2026-08-16 13:41:39,STREAMNET-FW01,ALLOW,10.0.10.29,employee,10.0.20.53,server,53,UDP,102,2926,Approved DNS traffic
2026-08-16 13:43:39,STREAMNET-FW01,ALLOW,10.0.10.75,employee,10.0.20.10,server,443,TCP,101,6457,Approved HTTPS traffic
2026-08-16 13:43:39,STREAMNET-FW01,ALLOW,10.0.10.79,employee,10.0.20.10,server,443,TCP,101,29188,Approved HTTPS traffic
2026-08-16 13:46:39,STREAMNET-FW01,DENY,198.51.100.37,internet,10.0.20.10,server,22,TCP,201,47187,External SSH attempt blocked
2026-08-16 13:49:39,STREAMNET-FW01,ALLOW,10.0.10.38,employee,10.0.20.10,server,443,TCP,101,14880,Approved HTTPS traffic
2026-08-16 13:52:39,STREAMNET-FW01,ALLOW,10.0.10.76,employee,10.0.20.10,server,443,TCP,101,41574,Approved HTTPS traffic
2026-08-16 13:53:39,STREAMNET-FW01,ALLOW,10.0.10.78,employee,10.0.20.10,server,443,TCP,101,30965,Approved HTTPS traffic
2026-08-16 13:53:39,STREAMNET-FW01,ALLOW,10.0.10.78,employee,10.0.20.53,server,53,UDP,102,23118,Approved DNS traffic
2026-08-16 13:56:39,STREAMNET-FW01,ALLOW,10.0.10.72,employee,10.0.20.10,server,443,TCP,101,14508,Approved HTTPS traffic
2026-08-16 14:03:39,STREAMNET-FW01,ALLOW,203.0.113.185,internet,10.0.20.10,server,22,TCP,999,4899,External SSH allowed by temporary rule
2026-08-16 14:04:39,STREAMNET-FW01,ALLOW,10.0.10.75,employee,10.0.20.10,server,443,TCP,101,48731,Approved HTTPS traffic
2026-08-16 14:04:39,STREAMNET-FW01,ALLOW,10.0.10.57,employee,10.0.20.10,server,443,TCP,101,36772,Approved HTTPS traffic
2026-08-16 14:06:39,STREAMNET-FW01,ALLOW,10.0.10.39,employee,10.0.20.53,server,53,UDP,102,2140,Approved DNS traffic
2026-08-16 14:07:39,STREAMNET-FW01,ALLOW,10.0.10.21,employee,10.0.20.10,server,443,TCP,101,23303,Approved HTTPS traffic
2026-08-16 14:08:39,STREAMNET-FW01,ALLOW,10.0.10.46,employee,10.0.20.10,server,443,TCP,101,31873,Approved HTTPS traffic
2026-08-16 14:11:39,STREAMNET-FW01,ALLOW,10.0.10.79,employee,10.0.20.10,server,443,TCP,101,27748,Approved HTTPS traffic
2026-08-16 14:12:39,STREAMNET-FW01,ALLOW,10.0.10.51,employee,10.0.20.10,server,443,TCP,101,29452,Approved HTTPS traffic
2026-08-16 14:12:39,STREAMNET-FW01,ALLOW,10.0.10.37,employee,10.0.20.10,server,443,TCP,101,46340,Approved HTTPS traffic
2026-08-16 14:12:39,STREAMNET-FW01,ALLOW,10.0.10.11,employee,10.0.20.53,server,53,UDP,102,19350,Approved DNS traffic
2026-08-16 14:13:39,STREAMNET-FW01,ALLOW,10.0.10.76,employee,10.0.20.10,server,443,TCP,101,3791,Approved HTTPS traffic
2026-08-16 14:13:39,STREAMNET-FW01,ALLOW,10.0.10.27,employee,10.0.20.10,server,443,TCP,101,44250,Approved HTTPS traffic
2026-08-16 14:15:39,STREAMNET-FW01,ALLOW,10.0.10.79,employee,10.0.20.10,server,443,TCP,101,27582,Approved HTTPS traffic
2026-08-16 14:16:39,STREAMNET-FW01,ALLOW,10.0.10.24,employee,10.0.20.10,server,443,TCP,101,8198,Approved HTTPS traffic
2026-08-16 14:18:39,STREAMNET-FW01,ALLOW,10.0.10.42,employee,10.0.20.53,server,53,UDP,102,17233,Approved DNS traffic
2026-08-16 14:19:39,STREAMNET-FW01,DENY,198.51.100.87,internet,10.0.20.10,server,22,TCP,201,42661,External SSH attempt blocked
2026-08-16 14:20:39,STREAMNET-FW01,ALLOW,10.0.10.48,employee,10.0.20.10,server,443,TCP,101,21220,Approved HTTPS traffic
2026-08-16 14:21:39,STREAMNET-FW01,ALLOW,10.0.10.42,employee,10.0.20.53,server,53,UDP,102,20299,Approved DNS traffic
2026-08-16 14:22:39,STREAMNET-FW01,ALLOW,10.0.10.58,employee,10.0.20.53,server,53,UDP,102,21588,Approved DNS traffic
2026-08-16 14:23:39,STREAMNET-FW01,ALLOW,10.0.10.43,employee,10.0.20.10,server,443,TCP,101,19194,Approved HTTPS traffic
2026-08-16 14:23:39,STREAMNET-FW01,DENY,198.51.100.41,internet,10.0.20.10,server,22,TCP,201,6507,External SSH attempt blocked
2026-08-16 14:24:39,STREAMNET-FW01,ALLOW,10.0.10.45,employee,10.0.20.10,server,443,TCP,101,42160,Approved HTTPS traffic
2026-08-16 14:24:39,STREAMNET-FW01,ALLOW,10.0.10.30,employee,10.0.20.10,server,443,TCP,101,712,Approved HTTPS traffic
2026-08-16 14:24:39,STREAMNET-FW01,ALLOW,203.0.113.96,internet,10.0.20.10,server,22,TCP,999,26631,External SSH allowed by temporary rule
2026-08-16 14:27:39,STREAMNET-FW01,ALLOW,10.0.10.45,employee,10.0.20.10,server,443,TCP,101,16481,Approved HTTPS traffic
2026-08-16 14:28:39,STREAMNET-FW01,ALLOW,10.0.10.70,employee,10.0.20.10,server,443,TCP,101,17486,Approved HTTPS traffic
2026-08-16 14:30:39,STREAMNET-FW01,ALLOW,10.0.10.72,employee,10.0.20.10,server,443,TCP,101,1630,Approved HTTPS traffic
2026-08-16 14:34:39,STREAMNET-FW01,ALLOW,10.0.10.22,employee,10.0.20.53,server,53,UDP,102,11402,Approved DNS traffic
2026-08-16 14:34:39,STREAMNET-FW01,DENY,198.51.100.65,internet,10.0.20.10,server,22,TCP,201,29643,External SSH attempt blocked
2026-08-16 14:35:39,STREAMNET-FW01,ALLOW,10.0.10.50,employee,10.0.20.10,server,443,TCP,101,40650,Approved HTTPS traffic
2026-08-16 14:35:39,STREAMNET-FW01,ALLOW,10.0.10.67,employee,10.0.20.10,server,443,TCP,101,19987,Approved HTTPS traffic
2026-08-16 14:39:39,STREAMNET-FW01,ALLOW,10.0.10.46,employee,10.0.20.10,server,443,TCP,101,8649,Approved HTTPS traffic
